dataset,method,seed,step,epoch,loss,eval_loss,eval_denotation_accuracy,gate_loss,gate_sparsity,gate_entropy,gate_diversity,learning_rate,grad_norm,run_dir,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
wikisql,m3_gate,42,250,0.10646603733409042,,2.3254799842834473,0.45956537228357675,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,764.6141,11.013,2.754,,,,,
wikisql,m3_gate,42,250,0.10646603733409042,,,,0.015689648687839508,0.5010145306587219,0.6926261782646179,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,275,0.11711264106749947,2.4198,,,,,,,2.2926315789473683e-05,7.088580131530762,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,275,0.11711264106749947,,,,0.01568763330578804,0.500813901424408,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,300,0.1277592448009085,2.4378,,,,,,,2.213684210526316e-05,7.827750205993652,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,300,0.1277592448009085,,,,0.01568758115172386,0.5008088946342468,0.6926140189170837,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,325,0.13840584853431756,2.3296,,,,,,,2.1347368421052632e-05,9.721097946166992,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,325,0.13840584853431756,,,,0.01568734087049961,0.5007845163345337,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,350,0.1490524522677266,2.4206,,,,,,,2.0557894736842105e-05,9.151371002197266,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,350,0.1490524522677266,,,,0.01568680629134178,0.5007307529449463,0.6926217079162598,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,375,0.15969905600113563,2.3618,,,,,,,1.9768421052631577e-05,7.905892848968506,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,375,0.15969905600113563,,,,0.015686890110373497,0.5007398128509521,0.6926137208938599,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,400,0.17034565973454469,2.3898,,,,,,,1.8978947368421054e-05,12.61268424987793,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,400,0.17034565973454469,,,,0.015686452388763428,0.500694751739502,0.6926273703575134,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,425,0.18099226346795372,2.3249,,,,,,,1.8189473684210527e-05,8.386551856994629,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,425,0.18099226346795372,,,,0.01568550616502762,0.5006016492843628,0.6926120519638062,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,450,0.19163886720136278,2.3013,,,,,,,1.74e-05,8.349474906921387,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,450,0.19163886720136278,,,,0.015685997903347015,0.5006506443023682,0.6926132440567017,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,475,0.2022854709347718,2.3203,,,,,,,1.6610526315789472e-05,10.973404884338379,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,475,0.2022854709347718,,,,0.01568642258644104,0.5006930232048035,0.692613959312439,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,2.2832,,,,,,,1.582105263157895e-05,13.903413772583008,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,,2.189786434173584,0.5266595416221351,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,828.4005,10.165,2.542,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,,,,0.015685711055994034,0.5006217360496521,0.6926168203353882,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,525,0.2235786784015899,2.3115,,,,,,,1.5031578947368423e-05,7.803309917449951,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,525,0.2235786784015899,,,,0.015687119215726852,0.5007611513137817,0.6926307678222656,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,550,0.23422528213499894,2.2555,,,,,,,1.4242105263157896e-05,9.651935577392578,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,550,0.23422528213499894,,,,0.015685293823480606,0.5005814433097839,0.6926025152206421,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,575,0.24487188586840797,2.2802,,,,,,,1.3452631578947369e-05,24.370073318481445,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,575,0.24487188586840797,,,,0.015685956925153732,0.5006469488143921,0.6926109194755554,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,600,0.255518489601817,2.2778,,,,,,,1.2663157894736843e-05,7.907435894012451,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,600,0.255518489601817,,,,0.01568591222167015,0.5006415247917175,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,625,0.2661650933352261,2.2723,,,,,,,1.1873684210526316e-05,10.041525840759277,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,625,0.2661650933352261,,,,0.015686150640249252,0.500665545463562,0.6926175951957703,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,650,0.2768116970686351,2.2437,,,,,,,1.108421052631579e-05,6.80743932723999,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,650,0.2768116970686351,,,,0.01568719558417797,0.5007694959640503,0.6926220655441284,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,675,0.28745830080204415,2.32,,,,,,,1.0294736842105264e-05,7.308886528015137,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,675,0.28745830080204415,,,,0.01568526215851307,0.5005767345428467,0.6926180720329285,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,700,0.2981049045354532,2.2386,,,,,,,9.505263157894737e-06,6.915738582611084,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,700,0.2981049045354532,,,,0.01568545773625374,0.5005970001220703,0.6926109790802002,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,725,0.3087515082688622,2.2743,,,,,,,8.715789473684211e-06,6.002392768859863,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,725,0.3087515082688622,,,,0.015685200691223145,0.5005704164505005,0.6926174163818359,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,2.2642,,,,,,,7.926315789473684e-06,6.9520368576049805,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,,2.1288444995880127,0.5742785892411828,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,852.085,9.883,2.472,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,,,,0.01568460464477539,0.5005117654800415,0.6926095485687256,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,775,0.33004471573568034,2.3064,,,,,,,7.1368421052631585e-06,6.923362731933594,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,775,0.33004471573568034,,,,0.015685325488448143,0.500583827495575,0.6926082968711853,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,800,0.34069131946908937,2.2036,,,,,,,6.347368421052632e-06,6.803009510040283,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,800,0.34069131946908937,,,,0.01568601466715336,0.5006521940231323,0.6926149129867554,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,825,0.3513379232024984,2.2133,,,,,,,5.557894736842106e-06,7.565940856933594,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,825,0.3513379232024984,,,,0.01568681374192238,0.5007312893867493,0.6926232576370239,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,850,0.36198452693590744,2.2139,,,,,,,4.76842105263158e-06,8.264955520629883,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,850,0.36198452693590744,,,,0.015687057748436928,0.5007548332214355,0.6926316022872925,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,875,0.37263113066931647,2.2326,,,,,,,3.978947368421053e-06,10.075374603271484,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,875,0.37263113066931647,,,,0.015685345977544785,0.5005853176116943,0.692613959312439,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,900,0.38327773440272556,2.1634,,,,,,,3.1894736842105266e-06,5.127232551574707,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,900,0.38327773440272556,,,,0.01568502187728882,0.5005530714988708,0.6926125288009644,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,925,0.3939243381361346,2.189,,,,,,,2.4000000000000003e-06,5.878832817077637,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,925,0.3939243381361346,,,,0.0156871285289526,0.5007634162902832,0.6926155090332031,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,950,0.4045709418695436,2.2174,,,,,,,1.6105263157894738e-06,10.775317192077637,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,950,0.4045709418695436,,,,0.015686333179473877,0.5006834268569946,0.6926202774047852,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,975,0.41521754560295265,2.1881,,,,,,,8.210526315789474e-07,7.589568138122559,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,975,0.41521754560295265,,,,0.01568528078496456,0.5005794763565063,0.6926087141036987,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,2.266,,,,,,,3.157894736842105e-08,6.812539100646973,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,,2.087254762649536,0.5950599691248071,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,847.1862,9.94,2.486,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,,,,0.015685327351093292,0.5005844235420227,0.6926061511039734,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1025,0.4365107530697707,2.1862,,,,,,,1.5015384615384617e-05,6.882569313049316,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1025,0.4365107530697707,,,,0.015686821192502975,0.5007330775260925,0.692612886428833,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1050,0.4471573568031798,2.198,,,,,,,1.4630769230769231e-05,7.750222682952881,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1050,0.4471573568031798,,,,0.01568438485264778,0.5004895329475403,0.692611575126648,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1075,0.45780396053658884,2.2232,,,,,,,1.4246153846153846e-05,11.225089073181152,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1075,0.45780396053658884,,,,0.015686381608247757,0.5006889700889587,0.6926137804985046,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1100,0.46845056426999787,2.2234,,,,,,,1.3861538461538461e-05,7.9270734786987305,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1100,0.46845056426999787,,,,0.015684492886066437,0.5005006790161133,0.6926080584526062,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1125,0.4790971680034069,2.1974,,,,,,,1.3476923076923076e-05,6.27876615524292,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1125,0.4790971680034069,,,,0.015686387196183205,0.5006901621818542,0.6926089525222778,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1150,0.48974377173681594,2.1296,,,,,,,1.3092307692307693e-05,9.551770210266113,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1150,0.48974377173681594,,,,0.015686556696891785,0.5007073283195496,0.6926049590110779,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1175,0.500390375470225,2.2106,,,,,,,1.270769230769231e-05,6.366571426391602,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1175,0.500390375470225,,,,0.01568799838423729,0.5008507966995239,0.6926128268241882,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1200,0.511036979203634,2.2165,,,,,,,1.2323076923076924e-05,6.84559440612793,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1200,0.511036979203634,,,,0.01568603329360485,0.5006543397903442,0.6926131248474121,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1225,0.5216835829370431,2.1334,,,,,,,1.1938461538461539e-05,10.79619312286377,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1225,0.5216835829370431,,,,0.015684951096773148,0.5005466938018799,0.6926063895225525,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1250,0.5323301866704522,2.1678,,,,,,,1.1553846153846154e-05,9.374739646911621,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1250,0.5323301866704522,,2.043929100036621,0.6308039425246408,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,923.5624,9.118,2.28,,,,,
wikisql,m3_gate,42,1250,0.5323301866704522,,,,0.015684699639678,0.5005210638046265,0.692611575126648,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1275,0.5429767904038612,2.2282,,,,,,,1.1169230769230769e-05,6.687699317932129,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1275,0.5429767904038612,,,,0.015686459839344025,0.5006970167160034,0.6926120519638062,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1300,0.5536233941372702,2.1169,,,,,,,1.0784615384615385e-05,6.5045366287231445,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1300,0.5536233941372702,,,,0.01568581908941269,0.500633716583252,0.6926052570343018,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1325,0.5642699978706792,2.1925,,,,,,,1.04e-05,7.560383319854736,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1325,0.5642699978706792,,,,0.015683423727750778,0.5003945231437683,0.6926017999649048,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1350,0.5749166016040883,2.194,,,,,,,1.0015384615384615e-05,9.501395225524902,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1350,0.5749166016040883,,,,0.015686772763729095,0.5007275342941284,0.692621111869812,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1375,0.5855632053374973,2.1148,,,,,,,9.63076923076923e-06,6.359007358551025,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1375,0.5855632053374973,,,,0.01568278856575489,0.5003302097320557,0.6926076412200928,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1400,0.5962098090709064,2.1144,,,,,,,9.246153846153845e-06,7.560385227203369,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1400,0.5962098090709064,,,,0.015684746205806732,0.5005258321762085,0.6926087141036987,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1425,0.6068564128043155,2.113,,,,,,,8.861538461538463e-06,9.985305786132812,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1425,0.6068564128043155,,,,0.015685301274061203,0.5005805492401123,0.6926159858703613,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1450,0.6175030165377244,2.0976,,,,,,,8.476923076923078e-06,6.142184257507324,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1450,0.6175030165377244,,,,0.015684746205806732,0.5005272030830383,0.692597508430481,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1475,0.6281496202711335,2.1625,,,,,,,8.092307692307693e-06,9.588471412658691,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1475,0.6281496202711335,,,,0.015684187412261963,0.5004698634147644,0.6926097869873047,0.99853515625,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1500,0.6387962240045425,2.1621,,,,,,,7.707692307692308e-06,7.244319438934326,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1500,0.6387962240045425,,2.011359930038452,0.6632228951430946,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,931.3714,9.042,2.261,,,,,
wikisql,m3_gate,42,1500,0.6387962240045425,,,,0.015683051198720932,0.5003576278686523,0.6925965547561646,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1525,0.6494428277379516,2.1299,,,,,,,7.338461538461539e-06,8.579099655151367,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1525,0.6494428277379516,,,,0.015683356672525406,0.5003881454467773,0.6925977468490601,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1550,0.6600894314713607,2.117,,,,,,,6.953846153846154e-06,9.484928131103516,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1550,0.6600894314713607,,,,0.01568409986793995,0.5004622936248779,0.692598819732666,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1575,0.6707360352047697,2.1165,,,,,,,6.569230769230769e-06,7.0684285163879395,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1575,0.6707360352047697,,,,0.015683598816394806,0.5004125833511353,0.6925950050354004,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1600,0.6813826389381787,2.1154,,,,,,,6.184615384615385e-06,6.6602325439453125,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1600,0.6813826389381787,,,,0.015681667253375053,0.5002198219299316,0.6925913691520691,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1625,0.6920292426715877,2.0718,,,,,,,5.8e-06,7.315736293792725,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1625,0.6920292426715877,,,,0.01568538136780262,0.5005897283554077,0.6926066279411316,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1650,0.7026758464049968,2.1266,,,,,,,5.415384615384616e-06,8.442526817321777,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1650,0.7026758464049968,,,,0.015683144330978394,0.5003668069839478,0.6926000118255615,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1675,0.7133224501384059,2.1636,,,,,,,5.030769230769231e-06,7.354428768157959,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1675,0.7133224501384059,,,,0.015683280304074287,0.5003799200057983,0.6926040649414062,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1700,0.7239690538718149,2.124,,,,,,,4.646153846153846e-06,6.811295986175537,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
